,日期,星期,最高温度,最低温度,天气,风向
405,2012/2/22,星期三,13℃,6℃,多云,旋转风 微风
406,2012/2/23,星期四,15℃,7℃,多云,旋转风 微风
407,2012/2/24,星期五,13℃,7℃,阴~小雨,东北风 微风
408,2012/2/25,星期六,8℃,6℃,阴~小雨,旋转风 微风
409,2012/2/26,星期日,9℃,5℃,小雨~阴,旋转风 微风
410,2012/2/27,星期一,10℃,5℃,阴,旋转风 微风
411,2012/2/28,星期二,9℃,4℃,小雨,北风 微风
412,2012/2/29,星期三,9℃,4℃,阴,东北风 微风
413,2012/3/1,星期四,13℃,6℃,多云~小雨,旋转风 微风
414,2012/3/2,星期五,13℃,6℃,阴,旋转风 微风
415,2012/3/3,星期六,12℃,7℃,阴~小雨,旋转风 微风
416,2012/3/4,星期日,12℃,7℃,小雨~阴,旋转风 微风
417,2012/3/5,星期一,9℃,6℃,小雨,东北风 微风
418,2012/3/6,星期二,10℃,7℃,阴~小雨,东北风 微风
419,2012/3/7,星期三,11℃,6℃,小雨,东北风 微风
420,2012/3/8,星期四,9℃,6℃,小雨,旋转风 微风
421,2012/3/9,星期五,10℃,5℃,小雨~阴,东北风 微风
422,2012/3/10,星期六,12℃,4℃,多云~阴,旋转风 微风
423,2012/3/11,星期日,11℃,6℃,多云~阴,旋转风 微风
424,2012/3/12,星期一,13℃,6℃,多云,旋转风 微风
425,2012/3/13,星期二,14℃,7℃,多云~阴,旋转风 微风
426,2012/3/14,星期三,15℃,10℃,阴~小雨,西北风 微风
427,2012/3/15,星期四,16℃,10℃,阴,旋转风 微风
428,2012/3/16,星期五,18℃,10℃,多云~阴,旋转风 微风
429,2012/3/17,星期六,22℃,10℃,晴,旋转风 微风
430,2012/3/18,星期日,23℃,11℃,多云,旋转风 微风
431,2012/3/19,星期一,24℃,13℃,多云,旋转风 微风
432,2012/3/20,星期二,22℃,12℃,阴~小雨,旋转风~东北风 微风~4-5级
433,2012/3/21,星期三,14℃,11℃,阵雨,东北风 3-4级
434,2012/3/22,星期四,16℃,12℃,阴,旋转风 微风
435,2012/3/23,星期五,16℃,8℃,阴~多云,旋转风 微风
436,2012/3/24,星期六,18℃,8℃,多云,旋转风 微风
437,2012/3/25,星期日,19℃,8℃,多云,旋转风 微风
438,2012/3/26,星期一,22℃,11℃,多云~阴,旋转风 微风
439,2012/3/27,星期二,19℃,11℃,阴~小雨,旋转风 微风
440,2012/3/28,星期三,19℃,13℃,阵雨,旋转风 微风
441,2012/3/29,星期四,18℃,12℃,阴~小雨,旋转风~北风 微风
442,2012/3/30,星期五,20℃,12℃,多云,东北风 微风
443,2012/3/31,星期六,23℃,10℃,多云~晴,东北风 微风
444,2012/4/1, 星期日 ,20℃,12℃,阴转多云,旋转风 小于3级
445,2012/4/2, 星期一 ,19℃,13℃,阴转多云,旋转风 小于3级
446,2012/4/3, 星期二 ,21℃,11℃,阴转多云,旋转风 小于3级
447,2012/4/4, 星期三 ,21℃,11℃,阴转多云,旋转风 小于3级
448,2012/4/5, 星期四 ,18℃,14℃,阴转多云,旋转风 小于3级
449,2012/4/6,星期五,18℃,14℃,阴转多云,旋转风 小于3级
450,2012/4/7,星期六,20℃,12℃,阴转多云,旋转风 小于3级
451,2012/4/8,星期日,18℃,14℃,阴转多云,旋转风 小于3级
452,2012/4/9,星期一,21℃,11℃,阴转多云,旋转风 小于3级
453,2012/4/10,星期二,20℃,12℃,阴转多云,旋转风 小于3级
454,2012/4/11,星期三,20℃,12℃,阴转多云,旋转风 小于3级
455,2012/4/12, 星期四 ,20℃,12℃,阴转多云,旋转风 小于3级
456,2012/4/13, 星期五 ,22℃,12℃,多云,旋转风 小于3级
457,2012/4/14, 星期六 ,22℃,12℃,多云,旋转风 小于3级
458,2012/4/15, 星期日 ,22℃,14℃,多云,东北风 小于3级
459,2012/4/16, 星期一 ,22℃,12℃,阴转小雨,东北风 小于3级
460,2012/4/17, 星期二 ,23℃,13℃,阴转阵雨,旋转风 小于3级
461,2012/4/18, 星期三 ,25℃,15℃,阴转多云,旋转风 小于3级
462,2012/4/19, 星期四 ,26℃,15℃,多云,旋转风 小于3级
463,2012/4/20, 星期五 ,27℃,15℃,多云,旋转风 小于3级
464,2012/4/21, 星期六 ,28℃,15℃,晴转多云,东北风 小于3级
465,2012/4/22, 星期日 ,27℃,16℃,多云,旋转风 小于3级
466,2012/4/23, 星期一 ,24℃,15℃,阴转多云,旋转风 小于3级
467,2012/4/24, 星期二 ,26℃,16℃,多云,东北风 3-4级~小于3级
468,2012/4/25, 星期三 ,27℃,16℃,晴,旋转风 小于3级
469,2012/4/26, 星期四 ,27℃,16℃,晴,旋转风~西风 小于3级
470,2012/4/27, 星期五 ,27℃,17℃,多云,旋转风 小于3级
471,2012/4/28, 星期六 ,25℃,19℃,多云,旋转风 小于3级
472,2012/4/29, 星期日 ,26℃,18℃,阴转阵雨,旋转风 小于3级
473,2012/4/30, 星期一 ,25℃,19℃,小雨,旋转风 小于3级
474,2012/5/1, 星期二 ,25℃,17℃,小雨,旋转风 小于3级
475,2012/5/2, 星期三 ,24℃,18℃,阴,旋转风 小于3级
476,2012/5/3, 星期四 ,24℃,18℃,阴,旋转风 小于3级
477,2012/5/4, 星期五 ,24℃,16℃,阴转小雨,旋转风 小于3级
478,2012/5/5, 星期六 ,25℃,19℃,小雨转多云,旋转风 小于3级
479,2012/5/6, 星期日 ,26℃,19℃,小雨转多云,北风 小于3级
480,2012/5/7, 星期一 ,24℃,19℃,阵雨转小雨,旋转风 小于3级
481,2012/5/8, 星期二 ,31℃,21℃,阴转多云,旋转风~东北风 小于3级
482,2012/5/9, 星期三 ,30℃,21℃,阵雨转中雨,旋转风 小于3级
483,2012/5/10, 星期四 ,30℃,20℃,阵雨转阴,旋转风 小于3级
484,2012/5/11, 星期五 ,27℃,19℃,中雨,东北风 小于3级~3-4级
485,2012/5/12, 星期六 ,28℃,19℃,小雨转多云,北风 4-5级
486,2012/5/13, 星期日 ,25℃,17℃,多云,北风 小于3级
487,2012/5/14, 星期一 ,27℃,18℃,阵雨转多云,旋转风 小于3级
488,2012/5/15, 星期二 ,26℃,17℃,多云转阵雨,旋转风 小于3级
489,2012/5/16, 星期三 ,28℃,18℃,阴转多云,旋转风 小于3级
490,2012/5/17, 星期四 ,26℃,19℃,阵雨转小雨,旋转风 小于3级
491,2012/5/18, 星期五 ,29℃,18℃,多云转阴,旋转风 小于3级
492,2012/5/19, 星期六 ,31℃,19℃,多云,旋转风 小于3级
493,2012/5/20, 星期日 ,28℃,20℃,多云转中雨,北风 3-4级
494,2012/5/21, 星期一 ,25℃,20℃,小雨,北风 小于3级
495,2012/5/22, 星期二 ,22℃,17℃,小雨,北风 小于3级
496,2012/5/23, 星期三 ,22℃,17℃,阴,旋转风 小于3级
497,2012/5/24, 星期四 ,21℃,17℃,小雨,东北风~旋转风 小于3级
498,2012/5/25, 星期五 ,24℃,16℃,阴转小雨,旋转风 小于3级
499,2012/5/26, 星期六 ,26℃,17℃,多云转阴,旋转风 小于3级
500,2012/5/27, 星期日 ,26℃,20℃,小雨,东北风 小于3级
501,2012/5/28, 星期一 ,23℃,19℃,小雨,北风 小于3级
502,2012/5/29, 星期二 ,30℃,20℃,晴,旋转风 小于3级
503,2012/5/30, 星期三 ,27℃,20℃,多云转小雨,旋转风~北风 小于3级
504,2012/5/31, 星期四 ,24℃,20℃,阴转阵雨,旋转风 小于3级
505,2012/6/1, 星期五 ,27℃,17℃,多云,东北风 小于3级
506,2012/6/2, 星期六 ,26℃,19℃,小雨,旋转风 小于3级
507,2012/6/3, 星期日 ,21℃,17℃,小雨,旋转风 小于3级
508,2012/6/4, 星期一 ,23℃,18℃,阴转阵雨,旋转风 小于3级
509,2012/6/5, 星期二 ,25℃,18℃,阴转阵雨,旋转风 小于3级
510,2012/6/6, 星期三 ,27℃,19℃,阵雨,旋转风 小于3级
511,2012/6/7, 星期四 ,30℃,20℃,多云转阴,东北风 小于3级
512,2012/6/8, 星期五 ,30℃,20℃,多云转小雨,旋转风 小于3级
513,2012/6/9, 星期六 ,29℃,22℃,阵雨转小雨,旋转风 小于3级
514,2012/6/10, 星期日 ,30℃,21℃,阴转阵雨,旋转风 小于3级
515,2012/6/11, 星期一 ,31℃,22℃,多云,旋转风 小于3级
516,2012/6/12, 星期二 ,31℃,22℃,多云转小雨,旋转风 小于3级
517,2012/6/13, 星期三 ,29℃,22℃,小雨,旋转风 小于3级
518,2012/6/14, 星期四 ,32℃,22℃,阵雨,旋转风 小于3级
519,2012/6/15, 星期五 ,32℃,22℃,阴转阵雨,旋转风 小于3级
520,2012/6/16, 星期六 ,27℃,20℃,阴转小雨,旋转风 小于3级
521,2012/6/17, 星期日 ,25℃,19℃,小雨转阵雨,旋转风 小于3级
522,2012/6/18, 星期一 ,29℃,19℃,阴转小雨,东北风 小于3级
523,2012/6/19, 星期二 ,31℃,20℃,阵雨转多云,旋转风 小于3级
524,2012/6/20, 星期三 ,29℃,20℃,多云转小雨,旋转风 小于3级
525,2012/6/21, 星期四 ,28℃,20℃,多云转阴,旋转风 小于3级
526,2012/6/22, 星期五 ,29℃,21℃,多云,旋转风 小于3级
527,2012/6/23, 星期六 ,32℃,21℃,多云转阵雨,东北风 小于3级
528,2012/6/24, 星期日 ,28℃,22℃,小雨转中雨,东北风 小于3级
529,2012/6/25, 星期一 ,27℃,22℃,阵雨,旋转风 小于3级
530,2012/6/26, 星期二 ,28℃,21℃,阴转小雨,旋转风 小于3级
531,2012/6/27, 星期三 ,25℃,21℃,小雨,旋转风 小于3级
532,2012/6/28, 星期四 ,25℃,22℃,小雨,东北风 小于3级
533,2012/6/29, 星期五 ,27℃,23℃,小雨,旋转风 小于3级
534,2012/6/30, 星期六 ,29℃,23℃,阴转阵雨,旋转风 小于3级
535,2012/7/1, 星期日 ,28℃,23℃,小雨转中雨,旋转风~北风 小于3级
536,2012/7/2, 星期一 ,26℃,23℃,中雨转大雨,北风 小于3级
537,2012/7/3, 星期二 ,28℃,22℃,中雨,东北风 小于3级
538,2012/7/4, 星期三 ,28℃,22℃,小雨转阵雨,旋转风 小于3级
539,2012/7/5, 星期四 ,30℃,21℃,多云,旋转风 小于3级
540,2012/7/6, 星期五 ,29℃,22℃,阵雨转小雨,旋转风 小于3级
541,2012/7/7, 星期六 ,28℃,24℃,中雨,北风 小于3级
542,2012/7/8, 星期日 ,27℃,23℃,阵雨,旋转风 小于3级
543,2012/7/9, 星期一 ,25℃,21℃,中雨转大雨,旋转风 小于3级
544,2012/7/10, 星期二 ,30℃,23℃,阴转阵雨,旋转风 小于3级
545,2012/7/11, 星期三 ,30℃,22℃,阴,旋转风 小于3级
546,2012/7/12, 星期四 ,29℃,24℃,阵雨转多云,旋转风 小于3级
547,2012/7/13, 星期五 ,33℃,23℃,多云,旋转风 小于3级
548,2012/7/14, 星期六 ,31℃,23℃,多云转阵雨,旋转风 小于3级
549,2012/7/15, 星期日 ,27℃,23℃,中雨转小雨,北风 小于3级
550,2012/7/16, 星期一 ,27℃,23℃,小雨转中雨,旋转风 小于3级
551,2012/7/17, 星期二 ,26℃,23℃,小雨,旋转风 小于3级
552,2012/7/18, 星期三 ,27℃,22℃,阵雨,旋转风 小于3级
553,2012/7/19, 星期四 ,27℃,23℃,阵雨,旋转风 小于3级
554,2012/7/20, 星期五 ,28℃,23℃,阵雨转中雨,旋转风 小于3级
555,2012/7/21, 星期六 ,27℃,24℃,中雨,北风 小于3级
556,2012/7/22, 星期日 ,30℃,24℃,小雨转阵雨,旋转风 小于3级
557,2012/7/23, 星期一 ,28℃,22℃,阴,旋转风 小于3级
558,2012/7/24, 星期二 ,28℃,22℃,小雨,旋转风 小于3级
559,2012/7/25, 星期三 ,29℃,22℃,阴,旋转风 小于3级
560,2012/7/26, 星期四 ,30℃,23℃,小雨,北风 小于3级
561,2012/7/27, 星期五 ,28℃,23℃,小雨,旋转风 小于3级
562,2012/7/28, 星期六 ,30℃,24℃,小雨转阴,旋转风 小于3级
563,2012/7/29, 星期日 ,32℃,24℃,多云转阵雨,旋转风 小于3级
564,2012/7/30, 星期一 ,32℃,23℃,多云,旋转风 小于3级
565,2012/7/31, 星期二 ,30℃,24℃,小雨,旋转风 小于3级
566,2012/8/1, 星期三 ,32℃,24℃,阵雨转多云,北风 小于3级
567,2012/8/2, 星期四 ,31℃,23℃,阵雨转多云,旋转风 小于3级
568,2012/8/3, 星期五 ,31℃,23℃,阴,旋转风 小于3级
569,2012/8/4, 星期六 ,31℃,24℃,多云转阵雨,旋转风 小于3级
570,2012/8/5, 星期日 ,32℃,24℃,多云转阴,旋转风 小于3级
571,2012/8/6, 星期一 ,29℃,24℃,多云转小雨,旋转风 小于3级
572,2012/8/7, 星期二 ,33℃,24℃,多云,南风 小于3级
573,2012/8/8, 星期三 ,34℃,24℃,多云,旋转风 小于3级
574,2012/8/9, 星期四 ,34℃,24℃,多云,旋转风 小于3级
575,2012/8/10, 星期五 ,34℃,24℃,多云,旋转风 小于3级
576,2012/8/11, 星期六 ,34℃,25℃,多云,旋转风 小于3级
577,2012/8/12, 星期日 ,35℃,25℃,多云转阵雨,旋转风 小于3级
578,2012/8/13, 星期一 ,33℃,25℃,多云,旋转风 小于3级
579,2012/8/14, 星期二 ,31℃,24℃,多云,旋转风 小于3级
580,2012/8/15, 星期三 ,31℃,24℃,阴转小雨,旋转风 小于3级
581,2012/8/16, 星期四 ,33℃,25℃,小雨,旋转风 小于3级
582,2012/8/17, 星期五 ,30℃,23℃,中雨转小雨,旋转风 小于3级
583,2012/8/18, 星期六 ,28℃,24℃,大到暴雨转小雨,旋转风 小于3级
584,2012/8/19, 星期日 ,30℃,24℃,小雨,北风 小于3级
585,2012/8/20, 星期一 ,30℃,24℃,小雨转阵雨,东北风 小于3级
586,2012/8/21, 星期二 ,31℃,22℃,阴转多云,旋转风 小于3级
587,2012/8/22, 星期三 ,27℃,21℃,多云转阴,旋转风 小于3级
588,2012/8/23, 星期四 ,26℃,20℃,阴,旋转风 小于3级
589,2012/8/24, 星期五 ,28℃,20℃,阴转多云,旋转风 小于3级
590,2012/8/25, 星期六 ,29℃,20℃,阴转多云,旋转风 小于3级
591,2012/8/26, 星期日 ,30℃,22℃,多云,旋转风 小于3级
592,2012/8/27, 星期一 ,32℃,22℃,多云,南风 小于3级
593,2012/8/28, 星期二 ,33℃,22℃,阴转多云,旋转风 小于3级
594,2012/8/29, 星期三 ,32℃,23℃,阴转小到中雨,旋转风 小于3级
595,2012/8/30, 星期四 ,27℃,23℃,阴转阵雨,旋转风 小于3级
596,2012/8/31, 星期五 ,25℃,19℃,小雨,北风 小于3级
597,2012/9/1, 星期六 ,25℃,22℃,中雨转阵雨,北风 小于3级
598,2012/9/2, 星期日 ,29℃,20℃,多云,东北风 小于3级
599,2012/9/3, 星期一 ,29℃,19℃,晴转多云,旋转风 小于3级
600,2012/9/4, 星期二 ,30℃,20℃,多云,旋转风 小于3级
601,2012/9/5, 星期三 ,29℃,19℃,多云,旋转风 小于3级
602,2012/9/6, 星期四 ,30℃,20℃,多云,旋转风 小于3级
603,2012/9/7, 星期五 ,29℃,22℃,多云,南风 小于3级
604,2012/9/8, 星期六 ,30℃,22℃,阵雨转多云,旋转风 小于3级
605,2012/9/9, 星期日 ,28℃,22℃,阴,旋转风 小于3级
606,2012/9/10, 星期一 ,25℃,23℃,小雨转中雨,旋转风 小于3级
607,2012/9/11, 星期二 ,29℃,22℃,小雨转多云,北风~旋转风 小于3级
608,2012/9/12, 星期三 ,27℃,18℃,多云,南风 小于3级
609,2012/9/13, 星期四 ,29℃,17℃,多云,北风 小于3级
610,2012/9/14, 星期五 ,25℃,17℃,多云,旋转风 小于3级
611,2012/9/15, 星期六 ,20℃,17℃,阴转小雨,旋转风 小于3级
612,2012/9/16, 星期日 ,18℃,16℃,小雨,旋转风 小于3级
613,2012/9/17, 星期一 ,21℃,15℃,阵雨转阴,旋转风 小于3级
614,2012/9/18, 星期二 ,25℃,16℃,多云,旋转风 小于3级
615,2012/9/19, 星期三 ,24℃,15℃,多云,北风 小于3级
616,2012/9/20, 星期四 ,21℃,16℃,小雨,旋转风 小于3级
617,2012/9/21, 星期五 ,24℃,17℃,小雨,旋转风 小于3级
618,2012/9/22, 星期六 ,24℃,18℃,阴,旋转风 小于3级
619,2012/9/23, 星期日 ,23℃,18℃,阴,旋转风 小于3级
620,2012/9/24, 星期一 ,22℃,19℃,阵雨,旋转风 小于3级
621,2012/9/25, 星期二 ,21℃,18℃,小雨,北风 小于3级
622,2012/9/26, 星期三 ,21℃,18℃,小雨,旋转风 小于3级
623,2012/9/27, 星期四 ,25℃,18℃,多云,旋转风 小于3级
624,2012/9/28, 星期五 ,25℃,18℃,阴转阵雨,旋转风 小于3级
625,2012/9/29, 星期六 ,22℃,18℃,阴转阵雨,旋转风 小于3级
626,2012/9/30, 星期日 ,21℃,17℃,小雨,旋转风 小于3级
627,2012/10/1, 星期一 ,22℃,17℃,多云转阴,旋转风 小于3级
628,2012/10/2, 星期二 ,19℃,17℃,小雨转阴,东北风 小于3级
629,2012/10/3, 星期三 ,22℃,17℃,小雨转阴,旋转风 小于3级
630,2012/10/4, 星期四 ,20℃,17℃,阴转阵雨,旋转风 小于3级
631,2012/10/5, 星期五 ,21℃,16℃,阵雨转阴,旋转风 小于3级
632,2012/10/6, 星期六 ,19℃,15℃,阴转小雨,东北风 小于3级
633,2012/10/7, 星期日 ,18℃,16℃,小雨,旋转风~北风 小于3级
634,2012/10/8, 星期一 ,20℃,16℃,小雨,北风 小于3级
635,2012/10/9, 星期二 ,22℃,15℃,小雨转多云,旋转风 小于3级
636,2012/10/10, 星期三 ,20℃,15℃,阵雨转小雨,旋转风 小于3级
637,2012/10/11, 星期四 ,18℃,15℃,小雨,旋转风 小于3级
638,2012/10/12, 星期五 ,18℃,15℃,小雨,旋转风 小于3级
639,2012/10/13, 星期六 ,20℃,15℃,小雨转阴,北风 小于3级
640,2012/10/14, 星期日 ,20℃,15℃,小雨,北风 小于3级
641,2012/10/15, 星期一 ,20℃,16℃,小雨转阴,旋转风~东北风 小于3级
642,2012/10/16, 星期二 ,21℃,15℃,小雨转多云,旋转风 小于3级
643,2012/10/17, 星期三 ,22℃,13℃,多云转阴,旋转风 小于3级
644,2012/10/18, 星期四 ,21℃,15℃,阴转多云,旋转风 小于3级
645,2012/10/19, 星期五 ,22℃,15℃,多云,北风 小于3级
646,2012/10/20, 星期六 ,23℃,15℃,多云转阴,旋转风 小于3级
647,2012/10/21, 星期日 ,22℃,16℃,小雨转多云,旋转风~东北风 小于3级~3-4级
648,2012/10/22, 星期一 ,22℃,14℃,多云,东北风 小于3级
649,2012/10/23, 星期二 ,19℃,14℃,阴,旋转风 小于3级
650,2012/10/24, 星期三 ,18℃,13℃,阴转多云,旋转风 小于3级
651,2012/10/25, 星期四 ,19℃,13℃,阴,旋转风 小于3级
652,2012/10/26, 星期五 ,24℃,13℃,多云,旋转风 小于3级
653,2012/10/27, 星期六 ,23℃,14℃,多云,旋转风 小于3级
654,2012/10/28, 星期日 ,23℃,14℃,多云,旋转风 小于3级
655,2012/10/29, 星期一 ,22℃,16℃,小雨转阵雨,旋转风 小于3级
656,2012/10/30, 星期二 ,22℃,13℃,多云,旋转风 小于3级
657,2012/10/31, 星期三 ,23℃,15℃,多云,旋转风 小于3级
658,2012/11/1, 星期四 ,23℃,13℃,多云,旋转风 小于3级
659,2012/11/2, 星期五 ,21℃,13℃,多云转阴,旋转风 小于3级
660,2012/11/3, 星期六 ,15℃,9℃,阴转多云,东北风 小于3级
661,2012/11/4, 星期日 ,16℃,6℃,晴,旋转风 小于3级
662,2012/11/5, 星期一 ,17℃,10℃,阴,旋转风 小于3级
663,2012/11/6, 星期二 ,13℃,11℃,多云转小雨,旋转风 小于3级
664,2012/11/7, 星期三 ,13℃,11℃,小雨,东北风 小于3级
665,2012/11/8, 星期四 ,13℃,9℃,小雨,旋转风 小于3级
666,2012/11/9, 星期五 ,15℃,9℃,阴,旋转风 小于3级
667,2012/11/10, 星期六 ,17℃,10℃,阴转多云,旋转风 小于3级
668,2012/11/11, 星期日 ,16℃,8℃,多云,旋转风 小于3级
669,2012/11/12, 星期一 ,15℃,10℃,阵雨转多云,旋转风 小于3级
670,2012/11/13, 星期二 ,16℃,9℃,多云转阴,旋转风 小于3级
671,2012/11/14, 星期三 ,16℃,10℃,阴转小雨,旋转风 小于3级
672,2012/11/15, 星期四 ,15℃,11℃,小雨转阴,旋转风 小于3级
673,2012/11/16, 星期五 ,17℃,9℃,阵雨转多云,旋转风 小于3级
674,2012/11/17, 星期六 ,17℃,8℃,多云,旋转风 小于3级
675,2012/11/18, 星期日 ,19℃,9℃,多云,旋转风 小于3级
676,2012/11/19, 星期一 ,17℃,10℃,多云,旋转风 小于3级
677,2012/11/20, 星期二 ,15℃,10℃,阴,旋转风 小于3级
678,2012/11/21, 星期三 ,17℃,10℃,阴,旋转风 小于3级
679,2012/11/22, 星期四 ,12℃,8℃,阵雨转阴,旋转风 小于3级
680,2012/11/23, 星期五 ,11℃,6℃,多云,北风 小于3级
681,2012/11/24, 星期六 ,10℃,5℃,多云转阴,东北风 小于3级
682,2012/11/25, 星期日 ,9℃,7℃,小雨转多云,旋转风 小于3级
683,2012/11/26, 星期一 ,11℃,6℃,多云,旋转风 小于3级
684,2012/11/27, 星期二 ,13℃,4℃,多云,旋转风 小于3级
685,2012/11/28, 星期三 ,12℃,5℃,多云,旋转风 小于3级
686,2012/11/29, 星期四 ,11℃,5℃,多云,旋转风 小于3级
687,2012/11/30, 星期五 ,11℃,6℃,阴转小雨,旋转风 小于3级
688,2012/12/1, 星期六 ,13℃,5℃,阴转多云,旋转风 小于3级
